,Business ID,Total Check-Ins,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,Name,City,State,Category,Rating,Review Count
478,ONqzAgPXmppfrnotY0OD8g,385,40,42,52,43,31,26,49,27,26,20,21,8,Big Chicken,Las Vegas,NV, chickenshop tradamerican,4.0,550.0
483,OYle0xyj_qYZUPCrWfUu_A,264,27,23,27,25,26,29,29,26,12,16,16,8,Life Time Athletic,Las Vegas,NV, gyms sports_clubs healthtrainers,3.5,246.0
484,OYwExM0NGUjyPos0NLjLug,359,35,29,40,42,24,39,35,32,15,21,34,13,Sadelle's - Temporarily Closed,Las Vegas,NV, breakfast_brunch tradamerican,3.5,378.0
485,OaksCsORs2tUGxSJWhydJg,303,26,23,37,27,23,27,33,25,21,23,28,10,Itea Boba & Dessert,Las Vegas,NV, desserts bubbletea tea,4.5,340.0
488,OtSbxxD-WNzlNQlDGpXFSA,566,57,59,65,48,37,48,57,51,43,39,49,13,IKEA,Las Vegas,NV, furniture homedecor kitchenandbath,3.5,483.0
489,P-7rbr91J9WkcxTPYMi6iA,231,21,24,38,41,35,20,29,5,4,3,5,6,Foodie Fit - Summerlin,Las Vegas,NV, diyfood healthmarkets fooddeliveryservices,4.5,46.0
490,P0-zxLhfe9iOgidDG2_O8A,431,0,0,0,196,130,15,17,22,22,8,17,4,Dagu Rice Noodle,Las Vegas,NV, chinese noodles,4.0,109.0
492,P2dFr-Jg1OUoNMikaCmLEQ,210,18,17,21,28,12,20,13,20,10,18,24,9,Café Hollywood,Las Vegas,NV, tradamerican breakfast_brunch cafes,4.0,310.0
493,P3xSYeiJFkbdBwpnEncPTg,1714,0,0,0,177,351,330,194,175,149,129,144,65,Aroy Thai Kitchen,Las Vegas,NV, thai,4.5,224.0
494,P7pxQFqr7yBKMMI2J51udw,671,86,59,60,62,58,77,64,47,47,37,54,20,Holsteins,Las Vegas,NV, burgers tradamerican bars,4.0,3458.0
500,PTtBAaY1GgH929EjdlYLiA,255,25,14,16,17,30,35,35,13,17,25,17,11,AMC Rainbow Promenade 10,Las Vegas,NV, movietheaters,3.5,259.0
502,PXShA3JZMXr2mEH3on5clw,1204,136,85,143,96,110,87,119,91,87,101,122,27,Egg Works,Las Vegas,NV, breakfast_brunch tradamerican burgers,4.5,2348.0
503,PglC8rgguMIlT621p1BLdQ,462,41,46,44,36,40,43,42,34,39,31,55,11,Yum Cha,Las Vegas,NV, dimsum cantonese gourmet,4.0,1415.0
506,PkqN5st3zZ_Xce_5QlBtNQ,308,19,26,29,30,25,23,34,37,20,31,25,9,Cinnamon's,Las Vegas,NV, breakfast_brunch hawaiian coffee,4.0,708.0
507,Pob7ibbNT29--69nxXEP2g,546,47,52,47,42,33,50,39,41,41,55,65,34,The Chandelier,Las Vegas,NV, lounges,4.0,1369.0
511,QCCVxVRt1amqv0AaEWSKkg,412,37,37,37,48,31,32,25,33,34,44,38,16,Esther's Kitchen,Las Vegas,NV, italian pizza cocktailbars,4.5,813.0
512,QJatAcxYgK1Zp9BRZMAx7g,791,77,69,77,78,88,62,80,71,58,51,55,25,Shake Shack,Las Vegas,NV, burgers,4.0,3138.0
513,QXV3L_QFGj8r6nWX2kS2hA,9893,728,755,890,836,1113,905,979,990,838,691,861,307,Nacho Daddy,Las Vegas,NV, newamerican mexican breakfast_brunch,4.5,4649.0
516,QdXg79fKbFLEPePPnL02Fw,315,28,22,29,32,34,34,36,26,33,14,19,8,Whole Foods Market,Las Vegas,NV, grocery,3.5,499.0
518,QleWAHOsujz6qmvi4mxsyg,459,103,125,88,117,0,0,4,7,5,5,2,3,ACE Fitness - Southwest,Las Vegas,NV, bootcamps gyms,4.5,49.0
520,QvxBnMcBPP1z_NAIYCqqdA,420,29,32,49,34,55,41,33,35,47,31,28,6,Haberdish,Charlotte,NC, southern cocktailbars,4.5,1026.0
522,QwxtJF1Dw9hEGdGQciD9Ng,372,63,40,30,29,43,16,41,33,25,22,19,11,CATCH - Temporarily Closed,Las Vegas,NV, seafood asianfusion,3.5,555.0
524,R3Px9TqrfdUB2YzkBmR4Wg,252,54,32,26,19,25,14,19,10,14,13,19,7,Jollibee,Las Vegas,NV, filipino,3.0,135.0
525,RAh9WCQAuocM7hYM5_6tnw,292,25,14,35,32,33,24,31,23,30,21,19,5,The Cowfish Sushi Burger Bar,Charlotte,NC, sushi burgers asianfusion,4.5,1822.0
526,RESDUcs7fIiihp38-d6_6g,16216,187,187,169,147,171,164,191,471,4267,4368,4350,1544,Bacchanal Buffet - Temporarily Closed,Las Vegas,NV, buffets,4.0,10685.0
529,RM6w2WmYtp92vbZw5oPcZQ,280,17,16,19,19,27,25,34,31,30,25,26,11,Veterans Memorial Leisure Services Center,Las Vegas,NV, gyms recreation,3.5,18.0
530,RSPEJeFTKs1BsiVgjHp1WQ,257,29,20,17,32,22,32,22,14,13,23,23,10,Spago by Wolfgang Puck,Las Vegas,NV, newamerican italian cocktailbars,4.0,398.0
531,RVQE2Z2uky4c0-njFQO66g,299,17,33,30,20,20,36,37,30,27,21,20,8,Midwood Smokehouse,Charlotte,NC, bbq smokehouse tradamerican,4.5,1811.0
533,R_ZlcX46pPdjhjmfd043LA,242,26,24,30,20,13,16,17,20,25,23,17,11,Top of the World,Las Vegas,NV, tradamerican steak,4.0,1797.0
536,RhEvP5flF6KoPriMHmVYGg,1013,87,66,111,102,81,88,102,97,86,69,92,32,Red Rock Casino Resort And Spa - Temporarily Closed,Las Vegas,NV, hotels,3.5,1912.0
537,RixnVQV24bc3p92mSntaVA,306,28,31,30,24,26,30,25,37,31,18,22,4,Creamberry,Las Vegas,NV, desserts icecream acaibowls,4.0,705.0
538,Rj-7ymdw8aNZBRqGRAjR3Q,203,15,16,27,23,17,20,13,14,16,17,20,5,El Segundo Sol,Las Vegas,NV, mexican bars,4.0,1030.0
540,RtDEwPI69XidCCklUtSLQA,520,74,52,57,41,46,28,38,41,37,51,40,15,JINYA Ramen Bar,Las Vegas,NV, ramen japacurry tapasmallplates,4.0,350.0
542,Rv0UdhYw_UVIv4D2lc-qgg,281,30,17,20,13,35,31,29,18,21,24,28,15,TangTangTang,Las Vegas,NV, korean soup,4.5,388.0
545,RypJ1Rhq7Y8GFdP5UFbzUg,545,32,41,50,54,48,37,40,52,61,61,47,22,The Centurion Lounge,Las Vegas,NV, airportlounges,4.5,620.0
546,S-egzF2c7bRpCUNbZqV8dg,888,49,58,73,81,79,74,91,94,108,86,76,19,Truffles N Bacon Cafe,Las Vegas,NV, cafes newamerican breakfast_brunch,4.0,1435.0
548,S3gVMHlrQoJPzM984vCeBg,293,32,21,35,28,25,25,31,32,22,24,12,6,Aware Coffee & Tea Lounge,Las Vegas,NV, coffee bubbletea,4.5,289.0
550,SAIrNOB4PtDA4gziNCucwg,362,25,36,23,36,29,34,28,45,27,36,34,9,Herbs & Rye,Las Vegas,NV, steak cocktailbars,4.5,1848.0
551,SDtIdchX9WpKlH5Yst8kjQ,329,25,20,36,25,28,47,33,42,25,24,17,7,Red Rice,Las Vegas,NV, bbq guamanian,4.5,513.0
553,SMPbvZLSMMb7KU76YNYMGg,1369,163,126,116,108,119,135,141,104,96,96,111,54,ARIA Resort & Casino,Las Vegas,NV, hotels casinos resorts,3.5,4635.0
557,SU6DscrONGa2tOB2th7RJA,209,19,19,24,19,11,20,18,28,17,10,14,10,EōS Fitness,Las Vegas,NV, gyms healthtrainers cardioclasses,3.5,297.0
558,SVGApDPNdpFlEjwRQThCxA,834,90,98,82,85,80,65,78,75,56,53,48,24,Juan's Flaming Fajitas & Cantina,Las Vegas,NV, mexican,4.5,2180.0
559,SWZ7Gv80ozoYy4DWKCw48g,236,3,6,31,32,39,20,21,19,25,19,17,4,Carpe Diem,Las Vegas,NV, juicebars poke acaibowls,4.5,205.0
560,S_5VQYMMa4aD3NzgYLkvhg,253,26,24,27,20,21,21,31,26,17,22,13,5,Mochiko Chicken,Las Vegas,NV, asianfusion comfortfood bbq,4.5,476.0
562,SeNOJ2zYHziptxLuiRINLg,305,20,39,30,22,27,33,23,25,21,18,39,8,Lago - Temporarily Closed,Las Vegas,NV, tapasmallplates italian seafood,4.0,1252.0
563,Sg2l7S_huzkRLmk2NoeuSg,243,22,22,17,22,23,35,16,19,30,19,10,8,Union Station,Toronto,ON, publictransport trainstations,3.5,114.0
566,SuugmVDsQ8YhfdOJYSuSmw,207,19,16,21,14,18,22,24,24,9,14,22,4,Outback Steakhouse,Las Vegas,NV, steak,3.5,244.0
568,SzzrUeJGnl_LQAJXMK8wQw,305,36,30,23,18,32,16,23,28,21,38,26,14,Omoide Noodles & Bowls,Las Vegas,NV, noodles,4.0,536.0
571,T5kG7e63YFDrNxEfNKBV_Q,376,66,26,54,41,14,51,14,19,26,6,46,13,Las Vegas Convention Center,Las Vegas,NV, venues,3.5,255.0
573,TEpHybMZew9kKadvseEbEQ,201,25,25,18,17,22,24,20,9,11,11,14,5,Kung Fu Tea,Las Vegas,NV, coffee bubbletea juicebars,3.5,124.0
576,TTglnKh_kURiH1RUasNq1A,752,75,65,61,69,61,71,71,63,62,61,63,30,TruFusion Summerlin,Las Vegas,NV, yoga pilates cyclingclasses,4.5,216.0
577,T_YWS3Rp7-iu69VS5jcQPg,414,36,39,43,43,36,13,37,57,30,44,31,5,Sea Salt Sushi & Oyster,Las Vegas,NV, sushi seafood,4.0,520.0
580,ThNGovQZjZ5mn-ZwX_N2BQ,587,61,54,57,46,46,54,67,54,46,27,55,20,The LINQ Hotel & Casino - Temporarily Closed,Las Vegas,NV, hotels resorts casinos,2.5,2354.0
581,TmIucPRTngutrjDpC0nXgQ,546,35,30,67,43,47,57,63,57,43,43,48,13,Black Tap - Las Vegas,Las Vegas,NV, burgers tradamerican desserts,4.0,1095.0
582,Trbt0Ex85yvwT8DHoEFCvg,397,32,20,31,40,37,46,34,39,29,32,41,16,Ocean One Bar and Grille,Las Vegas,NV, newamerican bars,3.5,1386.0
584,TyuFl3J4fUDB573AHu5uBQ,301,0,0,0,0,0,0,2,56,83,99,51,10,The Coffee Class,Las Vegas,NV, coffee breakfast_brunch cafes,4.5,214.0
586,U727bIditAsUdRSWvJ9n6g,215,5,4,13,40,33,25,34,24,10,8,15,4,SeaQuest Las Vegas,Las Vegas,NV, aquariums kids_activities pettingzoos,4.0,668.0
588,UMqfeCItzQ2glr4d9apGlA,421,40,33,39,43,37,31,47,32,39,40,31,9,Sunrise Coffee,Las Vegas,NV, coffee vegan cafes,4.5,1295.0
589,UPIYuRaZvknINOd1w8kqRQ,551,47,46,67,31,66,44,45,58,43,38,49,17,Monta Japanese Noodle House,Las Vegas,NV, ramen noodles,4.0,2885.0
591,UTXNr62dGSK-tet8OeXUcQ,308,33,27,37,30,23,29,18,26,28,17,28,12,Yard House,Las Vegas,NV, newamerican vegetarian bars,4.0,1200.0
593,UidEFF1WpnU4duev4fjPlQ,295,35,26,29,18,18,22,29,18,24,22,41,13,Therapy,Las Vegas,NV, newamerican tapasmallplates cocktailbars,4.5,1654.0
594,UtpjmeDBYka-URKBHy4a_w,455,0,0,0,0,0,0,0,0,0,14,254,187,Captain6 Korean BBQ,Las Vegas,NV, korean bbq,4.5,368.0
595,Uxm9N6jwmJybOv1NcBbnRw,799,67,51,52,90,99,84,110,74,61,54,46,11,Sekushi Japanese Restaurant,Las Vegas,NV, japanese sushi,4.0,1037.0
596,V-aCFCkkRyakP6SeIfG9-A,610,76,57,44,43,66,77,53,46,42,46,47,13,Taste Tea,Las Vegas,NV, coffee bubbletea,4.5,330.0
598,V6THXtSVkbx4g103_3vXmA,216,25,12,10,19,18,22,17,15,31,19,25,3,Yorkdale Shopping Centre,Toronto,ON, shoppingcenters,4.0,237.0
599,V96iWEiPOMLOSQgO4x2rfQ,308,37,27,24,24,36,30,24,29,25,13,29,10,White Castle,Las Vegas,NV, burgers hotdogs,2.5,373.0
602,Vbal-AZnu2w6NttIKfdjDg,336,34,32,25,23,30,32,35,35,24,31,25,10,Desert Wind Coffee Roasters,Las Vegas,NV, coffeeroasteries,4.5,556.0
603,VsewHMsfj1Mgsl2i_hio7w,357,32,25,40,31,34,34,37,36,28,17,28,15,LAVO Italian Restaurant & Lounge,Las Vegas,NV, italian lounges breakfast_brunch,3.5,1862.0
606,VvF0lhuy46UMPb-R4gksMA,232,8,11,60,88,26,7,2,4,13,4,7,2,Rebel Grounds,Las Vegas,NV, coffee,4.0,23.0
608,VxCnyVYn-FFgv6F1EqbdKA,282,32,14,47,18,13,21,19,29,21,30,29,9,Gold Coast Casino,Las Vegas,NV, casinos,3.0,561.0
610,VyjyHoBg3KC5BSFRlD0ZPQ,1691,162,144,143,140,173,161,126,144,146,125,153,74,Caesars Palace - Temporarily Closed,Las Vegas,NV, hotels casinos,3.0,3316.0
613,W8apgXmOxESpoL_EeogC5w,258,39,20,29,17,24,20,18,15,28,20,17,11,Fukumimi Ramen,Las Vegas,NV, ramen noodles,4.0,1034.0
616,WRQ-9LluyivReFiQZFUujw,290,24,18,18,41,22,33,25,27,19,25,34,4,Buldogis Gourmet Hot Dogs,Las Vegas,NV, hotdog korean chicken_wings,4.5,962.0
617,WX8cx6tfFcEn0cK4cIbWag,370,31,47,34,29,21,31,24,53,31,27,34,8,Mercato Della Pescheria,Las Vegas,NV, seafood italian mediterranean,4.5,609.0
618,WYw3Uf56DT5IwpaLNnCH5Q,422,33,33,43,50,31,35,35,34,29,39,48,12,Vdara Hotel & Spa at ARIA Las Vegas,Las Vegas,NV, hotels spas resorts,4.0,2785.0
619,WbEwI-AJC9epye59Lq0iJg,302,17,28,16,22,35,40,47,22,20,22,21,12,Planet 13 Las Vegas,Las Vegas,NV, cannabisdispensaries,4.0,541.0
620,WbJ1LRQdOuYYlRLyTkuuxw,650,54,42,61,30,44,53,112,94,46,38,62,14,Tupelo Honey,Charlotte,NC, southern newamerican breakfast_brunch,4.0,2093.0
621,We16v_WgJei5cedG50OLTQ,340,24,34,28,23,32,28,34,41,26,20,38,12,New Asian BBQ Tan Tung Ky,Las Vegas,NV, dimsum,4.0,215.0
622,Wg9PobIsIgH8pn4kjZM-5Q,901,84,76,91,88,62,63,78,88,94,82,59,36,USA Auto Service,Las Vegas,NV, autorepair smog_check_stations,4.0,389.0
625,Wxxvi3LZbHNIDwJ-ZimtnA,1597,167,144,170,141,121,148,134,102,120,114,151,85,The Venetian Las Vegas,Las Vegas,NV, hotels casinos resorts,4.0,3939.0
626,X-8PBiSJXKQblMOcWFthcQ,932,124,84,109,71,66,84,83,79,76,50,82,24,Best Friend by Roy Choi - Temporarily Closed,Las Vegas,NV, korean mexican,4.0,756.0
628,X1zdsS1YWnWdW0y_rWvxcw,356,0,0,0,0,0,8,62,89,77,71,45,4,Daniel's Coffee and More,Las Vegas,NV, coffee bakeries,4.5,159.0
630,X8c23dur0ll2D9XTu-I8Qg,259,18,29,22,18,22,20,26,33,34,14,16,7,Hakkasan Nightclub-Temporarily Closed,Las Vegas,NV, danceclubs lounges,2.5,1936.0
631,X91rjC4EkH_3ZGY3ciIs8Q,276,23,29,19,26,38,27,27,34,17,18,11,7,The Patio Desserts & Drinks,Las Vegas,NV, desserts coffee icecream,4.0,419.0
634,XQETjKH84gxDrAiz2lH7Wg,650,60,59,60,63,63,46,68,41,54,56,56,24,Milk Bar Las Vegas,Las Vegas,NV, desserts bakeries coffee,3.5,1122.0
637,XWxYHSld0T2TfANwt1KmqA,297,23,23,35,22,22,34,46,23,16,20,26,7,Cafe Americano,Las Vegas,NV, breakfast_brunch newamerican latin,3.5,572.0
638,XXW_OFaYQkkGOGniujZFHg,706,82,65,75,71,54,56,60,62,56,49,54,22,The Peppermill Restaurant & Fireside Lounge,Las Vegas,NV, tradamerican breakfast_brunch lounges,4.0,3869.0
639,XZbuPXdyA0ZtTu3AzqtQhg,337,31,27,47,23,28,35,33,25,22,25,30,11,Mesa Grill - Temporarily Closed,Las Vegas,NV, tex-mex newamerican newmexican,4.0,3573.0
641,XdN243vaRNgXXp44U4G_ng,241,32,19,24,16,20,27,22,26,15,18,18,4,Chick-fil-A,Las Vegas,NV, hotdogs,3.0,184.0
643,Xj7DIGRHEchJ-VVdISazQQ,319,27,28,38,28,29,39,22,22,29,21,21,15,Javier's - Temporarily Closed,Las Vegas,NV, mexican bars,4.0,1536.0
644,XsSgv3vBOyOBXn3Co8EVIg,715,50,49,75,48,67,71,67,77,69,63,59,20,Q Bistro,Las Vegas,NV, korean chicken_wings bbq,4.5,812.0
645,XwJ6fZRVbxQYRsryy4-qDw,367,25,35,39,44,49,35,33,27,26,27,23,4,Urban Crawfish Station,Las Vegas,NV, seafood cajun tradamerican,4.5,821.0
646,XwQ6lQro2FKvtD0YAUeOAA,510,39,54,54,45,44,45,27,49,42,52,44,15,Sam's Club,Las Vegas,NV, deptstores wholesale_stores grocery,3.0,200.0
647,XxvyLuorygB8u0XBIDwKjQ,492,59,48,60,60,51,50,36,50,18,18,30,12,The Juice Box LV,Las Vegas,NV, juicebars organic_stores icecream,4.5,191.0
648,Y-S2LhHefBdnX8VP5Bh_JA,291,22,21,17,19,34,31,28,17,25,24,34,19,Citizens Kitchen and Bar,Las Vegas,NV, newamerican,3.0,1230.0
649,Y6q0K1fJa0Hy1AK3y9BzIg,304,18,23,22,29,33,44,37,28,17,25,22,6,Suha Bites Sushiburrito & Hawaiian BBQ,Las Vegas,NV, hawaiian asianfusion,4.5,240.0
652,YBLVD61RFdP5H-RGLSIPUw,908,108,71,96,70,88,82,82,100,64,71,53,23,Las Vegas Athletic Club,Las Vegas,NV, gyms,3.0,481.0
653,YF4QJ_j-PM7cMZja6K1MwQ,212,0,0,18,19,21,37,38,47,21,6,4,1,Encore Beach Club,Las Vegas,NV, danceclubs musicvenues,3.5,881.0
654,YILyHegzhy1vlc_LNVfObw,507,41,44,43,45,43,47,45,76,32,39,40,12,Bottiglia Enoteca,Las Vegas,NV, italian wine_bars venues,4.5,921.0
655,YJ8ljUhLsz6CtT_2ORNFmg,2025,151,178,182,143,209,189,188,224,160,163,196,42,Gordon Ramsay Pub & Grill - Temporarily Closed,Las Vegas,NV, british fishnchips tradamerican,3.5,4116.0
658,YRyYbOSwvHkZsZOLv98oQg,235,19,16,29,20,22,20,12,11,19,38,21,8,Estiatorio Milos - Las Vegas,Las Vegas,NV, greek seafood mediterranean,4.0,1240.0
660,YTCCJ3ShO-zg0dlx1nk6dw,317,31,38,25,25,33,17,38,25,28,26,20,11,Morimoto - Temporarily Closed,Las Vegas,NV, japanese bars sushi,4.5,848.0
666,YpePlG2UW_mf-zhFaCgubA,209,12,8,21,15,18,12,27,17,24,16,32,7,Bulla Gastrobar,Charlotte,NC, tapas spanish gastropubs,4.5,290.0
668,YuhAHVsstmDENWuZM30tMA,792,65,57,74,89,75,74,57,84,45,67,67,38,I Am Thai Cuisine,Las Vegas,NV, thai,4.5,558.0
669,YzlgswAwmpkMQifS3-YQTw,399,41,33,38,46,31,27,35,37,37,25,34,15,Conservatory & Botanical Garden - Temporarily Closed,Las Vegas,NV, gardens,4.5,664.0
670,YzuWj3u9BZRpxNmd1Cv3QA,263,23,34,15,33,26,19,20,18,23,12,26,14,Starbucks,Las Vegas,NV, coffee,3.0,209.0
671,Z0YOHYA6YtW131xULbnMzQ,463,44,25,32,42,40,50,45,50,41,46,41,7,Market Street Cafe,Las Vegas,NV, breakfast_brunch tradamerican,3.5,862.0
672,ZAuAwz1ijuydn5yL3q3rzA,554,66,52,64,47,51,58,51,35,31,31,47,21,Japanese Curry Zen,Las Vegas,NV, japanese,4.5,1114.0
674,ZG8PZgaMKhdJUpNxkc9Diw,648,47,62,62,61,49,69,64,73,68,34,47,12,595 Craft And Kitchen,Las Vegas,NV, asianfusion pubs tapasmallplates,4.5,532.0
675,ZQ-4bR5AJfzQQk31-KQ36A,306,0,0,51,43,48,16,20,29,32,20,35,12,Win Kee HK BBQ & Noodle 榮記燒味,Las Vegas,NV, chinese bbq noodles,4.5,184.0
677,ZjSzUWHtnpCfjsa7CksSOg,251,19,29,23,25,9,34,26,13,14,29,23,7,The Signature at MGM Grand,Las Vegas,NV, hotels spas resorts,4.0,1774.0
678,ZkGDCVKSdf8m76cnnalL-A,228,22,23,13,14,24,26,21,18,11,20,26,10,Le Village Buffet,Las Vegas,NV, buffets,3.0,2688.0
680,ZrS5rhJ4OvXQG_38wPEWlA,276,24,22,32,23,27,19,39,30,21,24,12,3,Chewy Boba Company,Las Vegas,NV, desserts coffee bubbletea,4.5,288.0
681,ZyOuwa3Eau6dbUiEPwsUoA,1432,16,15,12,10,30,116,321,267,189,185,208,63,Katsuya,Toronto,ON, japanese,4.0,139.0
682,_0x7W6fizaPP76xNBxBLAQ,580,45,56,59,56,72,54,54,55,53,36,26,14,Stephano's Greek & Mediterranean Grill,Las Vegas,NV, mediterranean greek,4.0,390.0
683,_3olhuCXhoqjy4M2rBp1YA,545,64,50,48,68,45,61,47,57,26,37,32,10,The Golden Tiki,Las Vegas,NV, cocktailbars lounges tikibars,4.5,1407.0
684,_Ad2ZKhUl-krJFpaZ1FI8g,2926,99,89,89,656,703,689,288,75,70,64,73,31,Nabe Hotpot,Las Vegas,NV, hotpot buffets asianfusion,4.5,817.0
688,_PcRyvbZmVQvlS5uORDGVA,266,10,20,28,28,26,25,32,46,16,22,10,3,Redeye Diner,Charlotte,NC, diners breakfast_brunch,3.5,386.0
691,_Xzz-PChcdJ1862CK6dRyw,305,33,28,44,38,41,34,17,24,13,19,13,1,Toast Society Cafe,Las Vegas,NV, breakfast_brunch juicebars coffee,4.5,291.0
692,_e5KDltp_0XNkylTYR1V2w,285,32,30,24,20,24,25,28,25,22,24,23,8,Pho So 1,Las Vegas,NV, vietnamese soup,4.0,279.0
694,_j2EtQtgLuXGRBfbM5YwZA,260,24,23,18,21,21,20,24,27,29,10,35,8,Noodle Asia,Las Vegas,NV, dimsum asianfusion noodles,3.5,1230.0
695,_kCjd-nD4lNXL2oGn-JhZA,241,26,30,28,26,19,24,17,24,14,15,12,6,USA Auto Service,Las Vegas,NV, autorepair,3.5,171.0
697,_xAJZOKBMPOe47p1MphB2w,258,15,16,17,18,24,22,41,27,40,13,22,3,Fishman Lobster Clubhouse Restaurant,Toronto,ON, chinese seafood,4.0,911.0
698,_zgO9FfigbH4qDRVsHoIAA,566,0,0,0,6,303,240,6,2,2,5,2,0,B Nails & Lashes,Las Vegas,NV, othersalons eyelashservice,4.0,102.0
699,a0v7Si0DK4cIko7AQY4YXg,1095,110,93,87,73,92,101,98,112,100,99,96,34,Egg Works,Las Vegas,NV, tradamerican breakfast_brunch pizza,4.5,1233.0
700,a1Pf4wSob48LKqimWzmyGw,342,33,36,38,23,36,23,26,24,42,27,29,5,Chick-fil-A,Las Vegas,NV, hotdogs,4.0,378.0
703,a9k9MQrr5KFyMD7_Lnwrhw,1184,119,90,125,119,89,104,98,108,99,98,92,43,USA Auto Service,Las Vegas,NV, autorepair oilchange smog_check_stations,4.0,738.0
705,aD0EslPREWGDlSpD0RMlEg,306,36,21,32,23,29,18,27,40,25,24,23,8,Asian BBQ & Noodle,Las Vegas,NV, chinese bbq noodles,4.0,793.0
706,aIEfjonMB3daXlPDYTaucA,227,23,24,28,21,23,25,18,17,17,13,12,6,Smith's Marketplace,Las Vegas,NV, grocery pharmacy,4.0,170.0
708,aUCJt0FluWAxkOd8s7TkWQ,205,17,11,20,17,17,18,23,31,16,7,19,9,In-N-Out Burger,Las Vegas,NV, burgers hotdogs,4.0,88.0
709,agGJSdMTRrkA6VrYMbC-SQ,528,31,43,34,34,42,57,57,60,61,44,42,23,Volcano Grille,Las Vegas,NV, japanese,4.0,445.0
710,ahSFUPojs9X3-1jP-QPb-w,261,21,15,33,21,18,31,18,16,20,16,35,17,Bazaar Meat by José Andrés,Las Vegas,NV, steak spanish tapasmallplates,4.0,1146.0
712,ajoqEHnCZTD8-8GqGLq9-Q,932,78,50,71,67,88,83,93,94,82,98,96,32,Palms Casino Resort - Temporarily Closed,Las Vegas,NV, hotels casinos resorts,3.0,1608.0
716,atL7NwXDnhOknV-mmQR3Mg,298,0,0,3,52,60,55,43,53,20,9,3,0,Las Vegas Ballpark,Las Vegas,NV, stadiumsarenas,4.0,100.0
717,auTNigMttjBBTj1MNxOeFQ,226,29,15,17,19,19,32,15,30,18,11,14,7,Taj Palace,Las Vegas,NV, indpak buffets bars,4.0,717.0
718,awI4hHMfa7H0Xf0-ChU5hg,759,65,63,60,73,72,57,81,65,65,58,74,26,Oyster Bar,Las Vegas,NV, seafood bars,4.5,2793.0
719,ayOJSIl-P16HZAQBcQfUyQ,401,34,27,33,50,29,40,33,29,39,35,40,12,California Hotel & Casino,Las Vegas,NV, hotels casinos,3.5,512.0
720,b-RSw4G3HJvGfwvRLzuLPw,269,19,25,27,26,20,19,26,31,17,26,27,6,SUGARCANE raw bar grill,Las Vegas,NV, tapasmallplates cocktailbars breakfast_brunch,4.0,568.0
721,b0y8ZQ77O1rNhuuQZ9jPig,291,15,21,30,30,37,18,29,23,28,25,27,8,Shila Eyebrows Threading,Las Vegas,NV, skincare waxing threadingservices,4.5,141.0
